scenario,model,seed,step,alive_population,births_this_step,deaths_this_step,p_one_alive,shannon_diversity_alive,theta_mean_alive,theta_std_alive,mean_resource_score_alive,opposite_interaction_rate
basis_selection,no_inheritance,15,36,80,11,11,0.4875,0.9995491108252484,1.4936189703982232,0.6872354274975331,0.6418057365513408,0.43478260869565216
basis_selection,no_inheritance,15,37,80,7,7,0.4875,0.9995491108252484,1.454356317051622,0.6665855469574195,0.6510638384271745,0.5205479452054794
basis_selection,no_inheritance,15,38,80,11,11,0.4625,0.9959386076315955,1.4381303018548608,0.6644978887737985,0.6512162874525188,0.4057971014492754
basis_selection,no_inheritance,15,39,80,8,8,0.4375,0.9886994082884974,1.443934432300465,0.6857396283601102,0.6394402678117688,0.4444444444444444
basis_selection,no_inheritance,15,40,80,6,6,0.4125,0.9777945702913884,1.4139597001963646,0.6773722190067667,0.6412431491550615,0.5675675675675675
basis_selection,no_inheritance,15,41,80,15,15,0.4625,0.9959386076315955,1.4692734779598235,0.6943330990322618,0.6363057958822266,0.5538461538461539
basis_selection,no_inheritance,15,42,80,13,13,0.4125,0.9777945702913884,1.5247793967747465,0.6945703236303867,0.6372034897431922,0.44776119402985076
basis_selection,no_inheritance,15,43,80,8,8,0.4125,0.9777945702913884,1.5513526710324286,0.6796741232427068,0.6456540432946731,0.5277777777777778
basis_selection,no_inheritance,15,44,80,3,3,0.4125,0.9777945702913884,1.555857562883053,0.6765007080846397,0.647417654684481,0.6363636363636364
basis_selection,no_inheritance,15,45,80,14,14,0.4,0.9709505944546686,1.5395133567103474,0.6762315477786458,0.6481709007932961,0.5303030303030303
basis_selection,no_inheritance,15,46,80,13,13,0.35,0.934068055375491,1.5005958448638768,0.6904132515254476,0.6410313431247453,0.417910447761194
basis_selection,no_inheritance,15,47,80,7,7,0.375,0.9544340029249649,1.5269292512647912,0.6834192614507618,0.6447916075147682,0.5205479452054794
basis_selection,no_inheritance,15,48,80,17,17,0.3375,0.9224062617590723,1.4053486770088823,0.6910273300352634,0.6349031957941769,0.4126984126984127
basis_selection,no_inheritance,15,49,80,10,10,0.3625,0.944738828646789,1.4320266025493242,0.6720054296838658,0.6482956877625636,0.3142857142857143
basis_selection,no_inheritance,15,50,80,9,9,0.3375,0.9224062617590723,1.4379204439084814,0.7029308553688167,0.6310365297565097,0.4647887323943662
basis_selection,no_inheritance,15,51,80,13,13,0.3625,0.944738828646789,1.4813778845384704,0.705974818929852,0.6334515115950449,0.5074626865671642
basis_selection,no_inheritance,15,52,80,8,8,0.3375,0.9224062617590723,1.4390015535747964,0.721536585799639,0.6221012736842806,0.4583333333333333
basis_selection,no_inheritance,15,53,80,11,11,0.35,0.934068055375491,1.4477630719199261,0.7330490293484722,0.6170357452218149,0.4057971014492754
basis_selection,no_inheritance,15,54,80,10,10,0.3625,0.944738828646789,1.494504647232824,0.6793449166416093,0.6489838594541831,0.4
basis_selection,no_inheritance,15,55,80,11,11,0.35,0.934068055375491,1.4539561931896547,0.6761109925370075,0.6469317797787184,0.43478260869565216
basis_selection,no_inheritance,15,56,80,9,9,0.35,0.934068055375491,1.477217903059709,0.6754340389377159,0.647780213982571,0.43661971830985913
basis_selection,no_inheritance,15,57,80,12,12,0.3625,0.944738828646789,1.478102796977372,0.6900385101165415,0.638604128254093,0.5588235294117647
basis_selection,no_inheritance,15,58,80,10,10,0.4,0.9709505944546686,1.5473984819876754,0.6802502028041202,0.6455823311489028,0.4
basis_selection,no_inheritance,15,59,80,16,16,0.4125,0.9777945702913884,1.4866419726050975,0.6845058257453579,0.6434586386053452,0.5625
basis_selection,no_inheritance,15,60,80,8,8,0.4,0.9709505944546686,1.4581564822002355,0.7067950802369696,0.6303539798875116,0.4861111111111111
basis_selection,no_inheritance,15,61,76,13,17,0.40789473684210525,0.9753817903274212,1.5136762105132209,0.6916033277984615,0.640651381341903,0.42857142857142855
basis_selection,no_inheritance,15,62,80,11,7,0.3875,0.9631672450918832,1.4947577311065736,0.701364127817863,0.6359485845454171,0.5652173913043478
basis_selection,no_inheritance,15,63,80,11,11,0.4625,0.9959386076315955,1.5322225114220498,0.7217547591968498,0.6252962206765144,0.463768115942029
basis_selection,no_inheritance,15,64,80,13,13,0.475,0.99819587904281,1.5101547114180418,0.719927261472325,0.6271281484537365,0.5074626865671642
basis_selection,no_inheritance,16,0,24,0,0,0.4583333333333333,0.9949848281859701,1.6982251591395225,0.729324821178713,0.6155359153990211,0.0
basis_selection,no_inheritance,16,1,29,8,3,0.4827586206896552,0.9991421039919088,1.669920945551549,0.7315841918985606,0.6180973933201851,0.5238095238095238
basis_selection,no_inheritance,16,2,30,3,2,0.5333333333333333,0.9967916319816366,1.6566965666448887,0.719804578263007,0.6265015645958713,0.48148148148148145
basis_selection,no_inheritance,16,3,35,8,3,0.5428571428571428,0.9946937953613058,1.7100991305651765,0.6916625997340948,0.633609473103537,0.5185185185185185
basis_selection,no_inheritance,16,4,43,13,5,0.4418604651162791,0.9902246902198684,1.5673524748168406,0.6925790840293582,0.6451636137583462,0.5
basis_selection,no_inheritance,16,5,45,6,4,0.4444444444444444,0.9910760598382222,1.674010034360997,0.6852740025635318,0.6395194611838171,0.5128205128205128
basis_selection,no_inheritance,16,6,54,15,6,0.3888888888888889,0.9640787648082292,1.635133272132538,0.6533659388282763,0.6603865545091887,0.48717948717948717
basis_selection,no_inheritance,16,7,58,10,6,0.3793103448275862,0.9575534837147482,1.627850961235023,0.6722789622102133,0.6515563964313962,0.4791666666666667
basis_selection,no_inheritance,16,8,62,9,5,0.3387096774193548,0.9235785996175946,1.5893738069459462,0.6611945114400258,0.6597488005708453,0.37735849056603776
basis_selection,no_inheritance,16,9,67,13,8,0.31343283582089554,0.8970964164730477,1.4934631960640432,0.6236550410521374,0.6763389806249537,0.4444444444444444
basis_selection,no_inheritance,16,10,72,14,9,0.375,0.9544340029249649,1.5833441901491292,0.6711709463971304,0.6503250314344293,0.4827586206896552
basis_selection,no_inheritance,16,11,76,13,9,0.3815789473684211,0.959149554396894,1.5148813966564212,0.7175218455168118,0.6262585855580113,0.3968253968253968
basis_selection,no_inheritance,16,12,80,12,8,0.375,0.9544340029249649,1.5228075558392866,0.6889762776319577,0.6429420878835034,0.4852941176470588
basis_selection,no_inheritance,16,13,80,15,15,0.4375,0.9886994082884974,1.4884241669668041,0.7449614756730889,0.6124445675912386,0.5384615384615384
basis_selection,no_inheritance,16,14,80,9,9,0.4125,0.9777945702913884,1.5236743233480898,0.7502043212985172,0.611582203893288,0.5070422535211268
basis_selection,no_inheritance,16,15,80,11,11,0.45,0.9927744539878084,1.523592787600561,0.752992977320134,0.6100825919422793,0.4492753623188406
basis_selection,no_inheritance,16,16,80,7,7,0.4625,0.9959386076315955,1.550979275661383,0.7593620165074323,0.6054923856132024,0.4931506849315068
basis_selection,no_inheritance,16,17,80,13,13,0.4375,0.9886994082884974,1.5045954890726585,0.781314873456926,0.5919266652052595,0.47761194029850745
basis_selection,no_inheritance,16,18,80,10,10,0.4375,0.9886994082884974,1.5430064246630142,0.7636433372173566,0.6005818684807547,0.5285714285714286
basis_selection,no_inheritance,16,19,73,11,18,0.410958904109589,0.9770012394218561,1.4989577976586732,0.7099448739164435,0.6322669341257572,0.5161290322580645
basis_selection,no_inheritance,16,20,76,12,9,0.42105263157894735,0.9819407868640977,1.5280595732252205,0.7225191191715965,0.6257946071794287,0.4375
basis_selection,no_inheritance,16,21,80,12,8,0.4125,0.9777945702913884,1.563954241899935,0.6720294855546286,0.6521291379184081,0.45588235294117646
basis_selection,no_inheritance,16,22,80,7,7,0.4,0.9709505944546686,1.569188337075358,0.6632599017426474,0.6568384978868382,0.5616438356164384
basis_selection,no_inheritance,16,23,80,18,18,0.4125,0.9777945702913884,1.511639463472111,0.7061716444401038,0.6348402335536593,0.45161290322580644
basis_selection,no_inheritance,16,24,80,9,9,0.425,0.9837082626231857,1.5206578967901767,0.6791620440897845,0.6492829551058801,0.5211267605633803
basis_selection,no_inheritance,16,25,80,9,9,0.4125,0.9777945702913884,1.5242083479692439,0.6563880046084873,0.6581208787000997,0.5070422535211268
basis_selection,no_inheritance,16,26,80,7,7,0.3625,0.944738828646789,1.476632674238037,0.6456545207635082,0.6625068646679717,0.5753424657534246
basis_selection,no_inheritance,16,27,75,14,19,0.3466666666666667,0.931055823385033,1.4800900974676994,0.6451139972692334,0.6623973057625335,0.3770491803278688
basis_selection,no_inheritance,16,28,77,15,13,0.35064935064935066,0.9346466439786691,1.4698532521894463,0.6631363559388925,0.6534950960000881,0.3870967741935484
basis_selection,no_inheritance,16,29,80,11,8,0.3875,0.9631672450918832,1.4968460244039423,0.6679104739934268,0.6517430566133794,0.4492753623188406
basis_selection,no_inheritance,16,30,80,12,12,0.4125,0.9777945702913884,1.4799272352938475,0.6942653907277828,0.6373808349938622,0.5
basis_selection,no_inheritance,16,31,80,10,10,0.425,0.9837082626231857,1.4955506358247603,0.7092693423341154,0.63047247339865,0.5
basis_selection,no_inheritance,16,32,80,8,8,0.4125,0.9777945702913884,1.4984476224748011,0.6972427952905541,0.637326989544243,0.5138888888888888
basis_selection,no_inheritance,16,33,80,10,10,0.3875,0.9631672450918832,1.5082445449992306,0.6439916543005882,0.6651427434738377,0.4714285714285714
basis_selection,no_inheritance,16,34,78,13,15,0.3974358974358974,0.9694309156463241,1.549783522767481,0.6704963525671023,0.6517265412362363,0.5076923076923077
basis_selection,no_inheritance,16,35,80,13,11,0.3875,0.9631672450918832,1.511786675054087,0.6879411400838709,0.6432469814817017,0.5223880597014925
basis_selection,no_inheritance,16,36,80,7,7,0.4125,0.9777945702913884,1.5418761638731104,0.6689276196584908,0.6537967392707269,0.3972602739726027
basis_selection,no_inheritance,16,37,80,13,13,0.5125,0.9995491108252484,1.5803774789525533,0.6478934753366947,0.6632660045978479,0.47761194029850745
basis_selection,no_inheritance,16,38,80,10,10,0.5,1.0,1.5473990106822921,0.6406375438036086,0.6678073970965833,0.5
basis_selection,no_inheritance,16,39,80,10,10,0.5,1.0,1.5582580044068903,0.6444004987405679,0.6658108019259531,0.5142857142857142
basis_selection,no_inheritance,16,40,80,12,12,0.4875,0.9995491108252484,1.5661937135016286,0.6559079057760576,0.6585409848079211,0.6029411764705882
basis_selection,no_inheritance,16,41,80,11,11,0.5,1.0,1.6052560315040427,0.6765932015677957,0.6466056345115521,0.5652173913043478
basis_selection,no_inheritance,16,42,80,12,12,0.4875,0.9995491108252484,1.5546255451746596,0.6551940689410001,0.6604751791748541,0.4411764705882353
basis_selection,no_inheritance,16,43,80,9,9,0.5,1.0,1.5835746043213839,0.655103281536248,0.659955089767504,0.5492957746478874
basis_selection,no_inheritance,16,44,80,12,12,0.4875,0.9995491108252484,1.6220846274210987,0.6812710932073613,0.6428792633833581,0.4411764705882353
basis_selection,no_inheritance,16,45,80,11,11,0.475,0.99819587904281,1.6252864019541264,0.677385813420427,0.6447203245342709,0.4057971014492754
basis_selection,no_inheritance,16,46,80,9,9,0.5,1.0,1.6791428314174308,0.6800439075331259,0.6370316635326398,0.5070422535211268
basis_selection,no_inheritance,16,47,80,8,8,0.5,1.0,1.678152046151253,0.6585551757569217,0.6487795867813817,0.4861111111111111
basis_selection,no_inheritance,16,48,80,11,11,0.4875,0.9995491108252484,1.6045103670621106,0.6476234196864165,0.6598599344246032,0.5362318840579711
basis_selection,no_inheritance,16,49,80,9,9,0.4875,0.9995491108252484,1.598544488663558,0.5928029930030048,0.6877271732746285,0.5070422535211268
basis_selection,no_inheritance,16,50,80,10,10,0.45,0.9927744539878084,1.5455783621858865,0.608403212876053,0.6822147166492579,0.5428571428571428
basis_selection,no_inheritance,16,51,80,11,11,0.4875,0.9995491108252484,1.550631939258647,0.6183986175796157,0.678901174717111,0.4927536231884058
basis_selection,no_inheritance,16,52,80,10,10,0.4625,0.9959386076315955,1.517411267439716,0.6350702879082062,0.6699446140687774,0.5285714285714286
basis_selection,no_inheritance,16,53,78,11,13,0.44871794871794873,0.9923985003332222,1.4998812232712118,0.6645662474367342,0.6525721252734514,0.4925373134328358
basis_selection,no_inheritance,16,54,80,12,10,0.45,0.9927744539878084,1.5443560638481872,0.6654038667495492,0.652405876608746,0.38235294117647056
basis_selection,no_inheritance,16,55,80,9,9,0.4875,0.9995491108252484,1.5985144729585827,0.6522885585482352,0.6579520863235102,0.5774647887323944
basis_selection,no_inheritance,16,56,80,10,10,0.4875,0.9995491108252484,1.5855762583024682,0.6967273274533909,0.6366414617245375,0.5571428571428572
basis_selection,no_inheritance,16,57,80,11,11,0.4875,0.9995491108252484,1.6384553088116085,0.7232619601702133,0.6178981425263899,0.4782608695652174
basis_selection,no_inheritance,16,58,80,10,10,0.4625,0.9959386076315955,1.6237373992140405,0.7081951635760437,0.6273407962968317,0.4857142857142857
basis_selection,no_inheritance,16,59,80,11,11,0.4125,0.9777945702913884,1.6376887340804704,0.6995968479553786,0.6308987510946995,0.42028985507246375
basis_selection,no_inheritance,16,60,80,15,15,0.3875,0.9631672450918832,1.5933384790300615,0.7012169885011367,0.6340889724650761,0.4461538461538462
basis_selection,no_inheritance,16,61,80,13,13,0.375,0.9544340029249649,1.6364891081555346,0.6894384103557576,0.6376279188616347,0.31343283582089554
basis_selection,no_inheritance,16,62,80,15,15,0.3625,0.944738828646789,1.5930960551654523,0.7022096124433758,0.6323771929052512,0.46153846153846156
basis_selection,no_inheritance,16,63,80,16,16,0.325,0.9097361225311662,1.6036069050392274,0.7127669747337652,0.627484061111554,0.421875
basis_selection,no_inheritance,16,64,80,11,11,0.3,0.8812908992306927,1.5492405069919057,0.7719494427140013,0.5962103856718224,0.43478260869565216
basis_selection,no_inheritance,17,0,24,0,0,0.5,1.0,1.6410421995051798,0.6820526702487087,0.6421934214251311,0.0
basis_selection,no_inheritance,17,1,27,6,3,0.5555555555555556,0.9910760598382222,1.5893281860077952,0.7122443751799903,0.629071144182783,0.42857142857142855
basis_selection,no_inheritance,17,2,31,6,2,0.5483870967741935,0.9932338197397066,1.578486700576052,0.6718950001058157,0.6519140706753868,0.48
basis_selection,no_inheritance,17,3,39,10,2,0.5128205128205128,0.9995256892936493,1.6342310939766582,0.641074190803063,0.6638759909959929,0.5517241379310345
basis_selection,no_inheritance,17,4,52,16,3,0.4807692307692308,0.9989326546260582,1.5542288244753155,0.6091810142934092,0.6838677412599687,0.7222222222222222
basis_selection,no_inheritance,17,5,60,15,7,0.4666666666666667,0.9967916319816366,1.4991861559361024,0.6872305509391136,0.6442607006605208,0.4666666666666667
basis_selection,no_inheritance,17,6,61,12,11,0.4426229508196721,0.9904799742690307,1.4866139497228554,0.6794449507289791,0.6494172543726383,0.4897959183673469
basis_selection,no_inheritance,17,7,68,14,7,0.47058823529411764,0.9975025463691153,1.4533015279738144,0.660498623304106,0.6577727360140854,0.46296296296296297
basis_selection,no_inheritance,17,8,78,19,9,0.41025641025641024,0.97663491144401,1.4122026106882037,0.6608111854316477,0.6531860156850567,0.3389830508474576
basis_selection,no_inheritance,17,9,80,14,12,0.4125,0.9777945702913884,1.4507822456586446,0.6898346188970963,0.6410036382320989,0.5151515151515151
basis_selection,no_inheritance,17,10,80,10,10,0.425,0.9837082626231857,1.464727337960993,0.6910599021706532,0.640889374989802,0.5142857142857142
basis_selection,no_inheritance,17,11,80,10,10,0.4625,0.9959386076315955,1.4963854499300944,0.7016818597428784,0.6356375988157614,0.5285714285714286
basis_selection,no_inheritance,17,12,80,10,10,0.5,1.0,1.5594167822501332,0.7147701768706933,0.6281363102980613,0.5428571428571428
basis_selection,no_inheritance,17,13,80,11,11,0.5,1.0,1.5608237351484675,0.7023918884369219,0.6343976314985417,0.5072463768115942
basis_selection,no_inheritance,17,14,80,11,11,0.4875,0.9995491108252484,1.5588671626408235,0.7233544582627173,0.623358163036041,0.5652173913043478
basis_selection,no_inheritance,17,15,80,10,10,0.425,0.9837082626231857,1.510678735377248,0.7370737612391125,0.6150047080115474,0.42857142857142855
basis_selection,no_inheritance,17,16,80,11,11,0.475,0.99819587904281,1.5917659341988082,0.7454836774304708,0.6092463051518927,0.463768115942029
basis_selection,no_inheritance,17,17,80,13,13,0.375,0.9544340029249649,1.505878767422325,0.7229898451644216,0.6232074098709419,0.43283582089552236
basis_selection,no_inheritance,17,18,80,10,10,0.3875,0.9631672450918832,1.5309612040483713,0.7311153245327605,0.6192937965584913,0.4857142857142857
basis_selection,no_inheritance,17,19,80,11,11,0.3375,0.9224062617590723,1.4904857699484062,0.7497480281788763,0.6078214504340147,0.4927536231884058
basis_selection,no_inheritance,17,20,80,13,13,0.3875,0.9631672450918832,1.5213996102692906,0.754131827556708,0.6052657472782912,0.40298507462686567
basis_selection,no_inheritance,17,21,80,7,7,0.4125,0.9777945702913884,1.5416906739550924,0.7386432400954636,0.6138878535595735,0.5205479452054794
basis_selection,no_inheritance,17,22,80,9,9,0.425,0.9837082626231857,1.530790626738159,0.7581983015781432,0.6011770518747641,0.5633802816901409
basis_selection,no_inheritance,17,23,80,14,14,0.4625,0.9959386076315955,1.5734412766683703,0.7642132027511619,0.5971692897809386,0.5757575757575758
basis_selection,no_inheritance,17,24,80,13,13,0.4125,0.9777945702913884,1.5307512309833435,0.7582999513340735,0.6027817498704442,0.5074626865671642
basis_selection,no_inheritance,17,25,80,12,12,0.4375,0.9886994082884974,1.4920455517419131,0.7456348983563348,0.6102555410847214,0.5294117647058824
basis_selection,no_inheritance,17,26,80,17,17,0.4375,0.9886994082884974,1.4874159211294349,0.6967406955058593,0.6372576317148968,0.47619047619047616
basis_selection,no_inheritance,17,27,80,12,12,0.4375,0.9886994082884974,1.5137794383634866,0.6924204332991536,0.6413484501301806,0.5
basis_selection,no_inheritance,17,28,80,11,11,0.4125,0.9777945702913884,1.5366296663896537,0.6878645545805906,0.6423895129700342,0.6086956521739131
basis_selection,no_inheritance,17,29,80,10,10,0.45,0.9927744539878084,1.5664910930941216,0.6770948477333817,0.6472232433879027,0.45714285714285713
basis_selection,no_inheritance,17,30,79,12,13,0.4936708860759494,0.9998844148717587,1.6064543866153267,0.6658140929815314,0.6524474659061525,0.47761194029850745
basis_selection,no_inheritance,17,31,80,7,6,0.5125,0.9995491108252484,1.5625765881681541,0.6537958571875752,0.6604524813351368,0.4520547945205479
basis_selection,no_inheritance,17,32,80,15,15,0.4875,0.9995491108252484,1.590198296395871,0.6905491625241952,0.6392217109562311,0.5384615384615384
basis_selection,no_inheritance,17,33,80,15,15,0.475,0.99819587904281,1.5893985127800143,0.6519510521548202,0.6590720791909903,0.46153846153846156
basis_selection,no_inheritance,17,34,80,14,14,0.5125,0.9995491108252484,1.6663733425745317,0.6718104007553889,0.6419456253386822,0.42424242424242425
basis_selection,no_inheritance,17,35,80,16,16,0.4125,0.9777945702913884,1.5625061226193477,0.7167481696537323,0.6257283580548357,0.515625
basis_selection,no_inheritance,17,36,80,10,10,0.425,0.9837082626231857,1.5869679759591229,0.7275514768892665,0.618441290819655,0.4714285714285714
basis_selection,no_inheritance,17,37,79,16,17,0.46835443037974683,0.9971085167216718,1.5888848299791913,0.7533731407226494,0.605753148126897,0.5238095238095238
basis_selection,no_inheritance,17,38,80,14,13,0.5,1.0,1.5461678096596216,0.7531275162376992,0.6072821432511786,0.5
basis_selection,no_inheritance,17,39,80,14,14,0.45,0.9927744539878084,1.5316802155389075,0.729157267944849,0.6220631479113246,0.5
basis_selection,no_inheritance,17,40,75,12,17,0.4666666666666667,0.9967916319816366,1.5360348836238744,0.7812394559585708,0.5902218895019214,0.5079365079365079
basis_selection,no_inheritance,17,41,80,16,11,0.4,0.9709505944546686,1.4629488818614447,0.7649210798209668,0.597879059440354,0.484375
basis_selection,no_inheritance,17,42,80,6,6,0.3875,0.9631672450918832,1.4107364111273804,0.7196512872391841,0.6187228844523213,0.581081081081081
basis_selection,no_inheritance,17,43,80,15,15,0.45,0.9927744539878084,1.4704159291175625,0.7454328675008459,0.6093664967447777,0.6307692307692307
basis_selection,no_inheritance,17,44,80,7,7,0.4125,0.9777945702913884,1.4428927937605374,0.7589541252013489,0.6008135515310313,0.5205479452054794
basis_selection,no_inheritance,17,45,80,12,12,0.425,0.9837082626231857,1.3649031413959551,0.7391210940325244,0.6036075035783928,0.5
basis_selection,no_inheritance,17,46,80,12,12,0.45,0.9927744539878084,1.3870116140343716,0.7422586148861625,0.6048958154330892,0.29411764705882354
basis_selection,no_inheritance,17,47,80,10,10,0.475,0.99819587904281,1.417587412834622,0.7249708776688093,0.6180460604324248,0.5285714285714286
basis_selection,no_inheritance,17,48,80,14,14,0.5,1.0,1.419723677415217,0.7312226585509575,0.6155447755975938,0.4393939393939394
basis_selection,no_inheritance,17,49,80,9,9,0.4625,0.9959386076315955,1.3980937057055522,0.7306733535645648,0.6141559071054387,0.43661971830985913
basis_selection,no_inheritance,17,50,80,13,13,0.5,1.0,1.3872693849033133,0.7415293357146182,0.6068520935748186,0.5671641791044776
basis_selection,no_inheritance,17,51,80,11,11,0.475,0.99819587904281,1.3715583209201043,0.7287573305324742,0.6112806372881888,0.37681159420289856
basis_selection,no_inheritance,17,52,80,14,14,0.5125,0.9995491108252484,1.4502401038861379,0.7315253915970373,0.6161932487515749,0.48484848484848486
basis_selection,no_inheritance,17,53,79,16,17,0.4810126582278481,0.9989595114657399,1.5001803073568323,0.7193680885749107,0.6256559327662179,0.4126984126984127
basis_selection,no_inheritance,17,54,80,17,16,0.425,0.9837082626231857,1.4704187300985443,0.6979168251820659,0.6382933305446981,0.4444444444444444
basis_selection,no_inheritance,17,55,80,10,10,0.425,0.9837082626231857,1.4609349848723756,0.7271038644906767,0.6204551884546416,0.4857142857142857
basis_selection,no_inheritance,17,56,80,11,11,0.4625,0.9959386076315955,1.5484116076660155,0.7127946584752652,0.6290991706858072,0.4492753623188406
basis_selection,no_inheritance,17,57,80,5,5,0.4625,0.9959386076315955,1.5378258820785646,0.6969223564275563,0.6380606084773953,0.4533333333333333
basis_selection,no_inheritance,17,58,80,12,12,0.475,0.99819587904281,1.5993608987804389,0.6727168780592295,0.6487432621995112,0.5147058823529411
basis_selection,no_inheritance,17,59,80,9,9,0.5125,0.9995491108252484,1.6414566238162827,0.6731562574395281,0.646315803850358,0.5492957746478874
basis_selection,no_inheritance,17,60,80,13,13,0.475,0.99819587904281,1.6744461852003636,0.705972994193052,0.625856469340784,0.44776119402985076
basis_selection,no_inheritance,17,61,80,10,10,0.525,0.99819587904281,1.695919326242315,0.6960369787096292,0.6292116563650222,0.5
basis_selection,no_inheritance,17,62,80,8,8,0.5,1.0,1.6880691448659522,0.7362597878024648,0.6070428606572479,0.5833333333333334
basis_selection,no_inheritance,17,63,80,12,12,0.5,1.0,1.6810441814921873,0.7137439979238701,0.6208359471550777,0.4852941176470588
basis_selection,no_inheritance,17,64,80,11,11,0.45,0.9927744539878084,1.6255098316641898,0.7012604645349637,0.6336094296292641,0.37681159420289856
basis_selection,no_inheritance,18,0,24,0,0,0.4166666666666667,0.9798687566511528,1.5363432693360544,0.7040659911068257,0.6355419570237867,0.0
basis_selection,no_inheritance,18,1,29,8,3,0.4482758620689655,0.9922666387194963,1.56075337341218,0.6802043924353043,0.647607018156433,0.7619047619047619
basis_selection,no_inheritance,18,2,33,5,1,0.42424242424242425,0.9833761901392237,1.5306351264625118,0.7108934519531004,0.6307857990991615,0.6071428571428571
basis_selection,no_inheritance,18,3,43,12,2,0.4186046511627907,0.9807983646944296,1.5749339468800154,0.7317280854053657,0.6163711202785693,0.5161290322580645
basis_selection,no_inheritance,18,4,50,10,3,0.38,0.9580420222262995,1.5380786741689223,0.7439796396144854,0.6109270060585326,0.5
basis_selection,no_inheritance,18,5,58,12,4,0.3620689655172414,0.944387195013346,1.5959802297815453,0.7478541221747917,0.606717940918646,0.5652173913043478
basis_selection,no_inheritance,18,6,55,12,15,0.36363636363636365,0.9456603046006402,1.5111361840519177,0.7106870565355983,0.6293859836729505,0.37209302325581395
basis_selection,no_inheritance,18,7,61,11,5,0.3770491803278688,0.9559312637896479,1.560455576070772,0.6895696412474146,0.6407656568540521,0.5
basis_selection,no_inheritance,18,8,64,10,7,0.421875,0.9823166080205501,1.5897588115895667,0.6942260096790706,0.6369728585074597,0.5370370370370371
basis_selection,no_inheritance,18,9,63,11,12,0.4603174603174603,0.9954515828457715,1.6166029723901647,0.6972991324005986,0.6334480749513934,0.5576923076923077
basis_selection,no_inheritance,18,10,70,15,8,0.4714285714285714,0.9976432959863937,1.629903071792524,0.7075316608505826,0.6258737615814677,0.509090909090909
basis_selection,no_inheritance,18,11,80,16,6,0.425,0.9837082626231857,1.5595254985798586,0.7218264965366021,0.622544827991639,0.5625
basis_selection,no_inheritance,18,12,80,11,11,0.4125,0.9777945702913884,1.5640603880196058,0.7214120059207101,0.6219362635063581,0.42028985507246375
basis_selection,no_inheritance,18,13,80,10,10,0.4375,0.9886994082884974,1.630837518226692,0.7010103582480917,0.631555708131808,0.5571428571428572
basis_selection,no_inheritance,18,14,80,11,11,0.45,0.9927744539878084,1.5668187508852618,0.6749915963376523,0.6473184272194834,0.5217391304347826
basis_selection,no_inheritance,18,15,80,9,9,0.45,0.9927744539878084,1.5759841783707826,0.6624706090169423,0.6542656268349346,0.5070422535211268
basis_selection,no_inheritance,18,16,79,14,15,0.45569620253164556,0.9943290455933882,1.4745961669123797,0.6328023804232601,0.6689335001588946,0.4461538461538462
basis_selection,no_inheritance,18,17,80,11,10,0.4875,0.9995491108252484,1.490923414298763,0.6119085360905893,0.6798073127617454,0.42028985507246375
basis_selection,no_inheritance,18,18,80,12,12,0.4375,0.9886994082884974,1.5117513015847521,0.6649383588871879,0.6567675254559565,0.4411764705882353
basis_selection,no_inheritance,18,19,80,11,11,0.4125,0.9777945702913884,1.5395125981973214,0.675747293563376,0.6488111075860126,0.4927536231884058
basis_selection,no_inheritance,18,20,80,9,9,0.4,0.9709505944546686,1.6097007035743602,0.6753311740598886,0.6462547380765999,0.43661971830985913
basis_selection,no_inheritance,18,21,80,11,11,0.35,0.934068055375491,1.5650457944553007,0.654986395750087,0.6589391858619367,0.4927536231884058
basis_selection,no_inheritance,18,22,75,14,19,0.30666666666666664,0.8892881527272397,1.5482069586955376,0.6804876304020139,0.6461701752338727,0.3442622950819672
basis_selection,no_inheritance,18,23,75,11,11,0.32,0.9043814577244941,1.6140328288151595,0.6883764075342422,0.6398761470558609,0.484375
basis_selection,no_inheritance,18,24,80,11,6,0.325,0.9097361225311662,1.584510213792327,0.6680294120657886,0.6520072429417216,0.37681159420289856
basis_selection,no_inheritance,18,25,80,13,13,0.35,0.934068055375491,1.5741826396668004,0.6849981197808707,0.6423107982499602,0.40298507462686567
basis_selection,no_inheritance,18,26,80,12,12,0.3625,0.944738828646789,1.5764541122337339,0.6804156122635711,0.6450754110480421,0.35294117647058826
basis_selection,no_inheritance,18,27,80,12,12,0.375,0.9544340029249649,1.5626369280233732,0.6719918154529038,0.6491348406050721,0.5
basis_selection,no_inheritance,18,28,80,4,4,0.3625,0.944738828646789,1.5257675336754848,0.691134870616199,0.6392317677851425,0.5263157894736842
basis_selection,no_inheritance,18,29,79,12,13,0.3924050632911392,0.966334094295981,1.5513973667013508,0.6717582466580166,0.648795066687942,0.40298507462686567
basis_selection,no_inheritance,18,30,80,7,6,0.3875,0.9631672450918832,1.5181262170460965,0.6779214918348481,0.6458287305958003,0.5068493150684932
basis_selection,no_inheritance,18,31,80,14,14,0.3625,0.944738828646789,1.498026672669539,0.6968696560646529,0.6361411451479821,0.48484848484848486
basis_selection,no_inheritance,18,32,80,6,6,0.35,0.934068055375491,1.4861716789981858,0.6829686525930467,0.6432166232245644,0.5
basis_selection,no_inheritance,18,33,80,9,9,0.3875,0.9631672450918832,1.552346873875488,0.6857920388772902,0.6428118250190138,0.5352112676056338
