theta,phi,local_perturbation_probability,local_perturbation_angle,interaction_angle,damping_probability,phase_damping,quantum_trace,quantum_purity,quantum_p_00,quantum_p_01,quantum_p_10,quantum_p_11,quantum_z_copy_agreement,quantum_z_genotype,quantum_z_offspring,quantum_coherence_l1,quantum_xx,quantum_xy,quantum_yx,quantum_yy,quantum_concurrence,quantum_negativity,quantum_ppt_min_eig,quantum_chsh_max,quantum_entropy,dephased_trace,dephased_purity,dephased_p_00,dephased_p_01,dephased_p_10,dephased_p_11,dephased_z_copy_agreement,dephased_z_genotype,dephased_z_offspring,dephased_coherence_l1,dephased_xx,dephased_xy,dephased_yx,dephased_yy,dephased_concurrence,dephased_negativity,dephased_ppt_min_eig,dephased_chsh_max,dephased_entropy,classical_trace,classical_purity,classical_p_00,classical_p_01,classical_p_10,classical_p_11,classical_z_copy_agreement,classical_z_genotype,classical_z_offspring,classical_coherence_l1,classical_xx,classical_xy,classical_yx,classical_yy,classical_concurrence,classical_negativity,classical_ppt_min_eig,classical_chsh_max,classical_entropy
0.7853981633974483,0.0,0.45,1.0471975511965976,0.0,0.8,0.0,1.0,0.7638562408671321,0.8343484393049252,0.01920495128834865,0.12045233623703233,0.025994273169693903,0.8603427124746191,0.7071067811865476,0.9096015510839149,0.5456255358087934,0.24507651866304941,0.0,0.0,-0.31622776601683794,0.22186191704552755,0.08799051324691255,-0.08799051324691255,1.6121797590779643,0.633306982169157,1.0,0.711690615867132,0.8343484393049252,0.01920495128834865,0.12045233623703233,0.025994273169693903,0.8603427124746191,0.7071067811865476,0.9096015510839149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01920495128834865,1.4413708498984763,0.8321850011997048,1.0,0.7116906158671318,0.8343484393049251,0.01920495128834865,0.12045233623703233,0.025994273169693903,0.860342712474619,0.7071067811865475,0.9096015510839148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01920495128834865,1.441370849898476,0.832185001199705
0.7853981633974483,0.0,0.45,1.0471975511965976,0.0,0.8500000000000001,0.0,1.0,0.7598580981909957,0.8391496771270124,0.014403713466261485,0.12695090452945582,0.019495704877270422,0.8586453820042828,0.7071067811865476,0.9322011633129363,0.4661310066432851,0.21224249103325185,0.0,0.0,-0.27386127875258304,0.19033867161725027,0.069943948889337,-0.069943948889337,1.564990594185426,0.6309127352091053,1.0,0.7208762622534958,0.8391496771270124,0.014403713466261485,0.12695090452945582,0.019495704877270422,0.8586453820042828,0.7071067811865476,0.9322011633129363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014403713466261485,1.434581528017131,0.789183860068119,1.0,0.7208762622534959,0.8391496771270124,0.014403713466261483,0.12695090452945584,0.019495704877270426,0.8586453820042828,0.7071067811865476,0.9322011633129363,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.014403713466261483,1.434581528017131,0.789183860068119
0.7853981633974483,0.0,0.45,1.0471975511965976,0.0,0.9,0.0,1.0000000000000002,0.7562160104877619,0.8439509149490996,0.009602475644174324,0.1334494728218793,0.012997136584846952,0.8569480515339465,0.7071067811865477,0.9548007755419575,0.37440113279495213,0.17329526825623373,0.0,0.0,-0.22360679774997896,0.15398105226086917,0.05011543831101381,-0.05011543831101381,1.5163652393806792,0.6257850041089259,1.0000000000000002,0.730323041737762,0.8439509149490996,0.009602475644174324,0.1334494728218793,0.012997136584846952,0.8569480515339465,0.7071067811865477,0.9548007755419575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009602475644174324,1.4277922061357857,0.7401235040865155,1.0,0.7303230417377617,0.8439509149490995,0.009602475644174324,0.1334494728218793,0.012997136584846952,0.8569480515339464,0.7071067811865475,0.9548007755419575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009602475644174324,1.4277922061357857,0.7401235040865156
0.7853981633974483,0.0,0.45,1.0471975511965976,0.0,0.9500000000000001,0.0,1.0000000000000002,0.75292997775743,0.8487521527711868,0.004801237822087157,0.13994804111430278,0.00649856829242347,0.8552507210636102,0.7071067811865477,0.9774003877709789,0.25903438810124113,0.12253825933152464,0.0,0.0,-0.1581138830084189,0.10789572257644117,0.027551457864367992,-0.027551457864367992,1.4661618432865686,0.6170836136042102,1.0000000000000002,0.7400309543199302,0.8487521527711868,0.004801237822087157,0.13994804111430278,0.00649856829242347,0.8552507210636102,0.7071067811865477,0.9774003877709789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004801237822087157,1.4210028842544404,0.6820369237887658,1.0,0.7400309543199297,0.8487521527711865,0.004801237822087157,0.13994804111430278,0.006498568292423469,0.85525072106361,0.7071067811865475,0.9774003877709787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004801237822087157,1.42100288425444,0.6820369237887661
0.7853981633974483,0.0,0.45,1.0471975511965976,0.0,1.0,0.0,1.0,0.7500000000000002,0.8535533905932738,0.0,0.14644660940672624,0.0,0.8535533905932738,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.600876036692856,1.0,0.7500000000000002,0.8535533905932738,0.0,0.14644660940672624,0.0,0.8535533905932738,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.600876036692856,1.0,0.75,0.8535533905932737,0.0,0.14644660940672624,0.0,0.8535533905932737,0.7071067811865475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414213562373095,0.6008760366928562
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.0,0.0,1.0,0.8750000000000001,0.7468592167691146,0.10669417382415919,0.018305826175840773,0.12814078323088546,0.875,0.7071067811865475,0.5303300858899108,1.446305700926664,0.5303300858899108,0.0,0.0,-0.7071067811865476,0.6123724356957947,0.2972252648291838,-0.2972252648291838,2.23606797749979,0.35457890266526987,1.0,0.5859375000000001,0.7468592167691146,0.10669417382415919,0.018305826175840773,0.12814078323088546,0.875,0.7071067811865475,0.5303300858899108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018305826175840773,1.5000000000000002,1.1444404798924523,1.0,0.5859375,0.7468592167691145,0.10669417382415919,0.018305826175840777,0.12814078323088546,0.875,0.7071067811865475,0.5303300858899106,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.018305826175840777,1.4999999999999998,1.1444404798924523
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.05,0.0,1.0,0.8649953665797708,0.7521939254603226,0.10135946513295122,0.024712865337385044,0.12173374406934116,0.8739276695296637,0.7071067811865477,0.5538135815954153,1.4021279199633665,0.5169018282033835,0.0,0.0,-0.6892024376045112,0.5829027600275215,0.285872721055625,-0.285872721055625,2.2021931044898815,0.40651149491602256,1.0,0.5914992728297709,0.7521939254603226,0.10135946513295122,0.024712865337385044,0.12173374406934116,0.8739276695296637,0.7071067811865477,0.5538135815954153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024712865337385044,1.4957106781186549,1.145536472232025,1.0,0.5914992728297707,0.7521939254603225,0.10135946513295123,0.02471286533738505,0.12173374406934118,0.8739276695296636,0.7071067811865475,0.5538135815954152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02471286533738505,1.4957106781186547,1.1455364722320251
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.1,0.0,1.0,0.855385957730092,0.7575286341515305,0.09602475644174326,0.03111990449892932,0.11532670490779691,0.8728553390593274,0.7071067811865475,0.5772970773009196,1.3571799074419189,0.5031152949374528,0.0,0.0,-0.6708203932499369,0.5563729114271712,0.27439368315567303,-0.27439368315567303,2.167798833417551,0.44424103527153214,1.0,0.597339082730092,0.7575286341515305,0.09602475644174326,0.03111990449892932,0.11532670490779691,0.8728553390593274,0.7071067811865475,0.5772970773009196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03111990449892932,1.4914213562373098,1.1432618684110303,1.0,0.597339082730092,0.7575286341515305,0.09602475644174328,0.03111990449892933,0.11532670490779692,0.8728553390593274,0.7071067811865475,0.5772970773009196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03111990449892933,1.4914213562373098,1.1432618684110305
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.15000000000000002,0.0,1.0,0.8461717734509638,0.7628633428427385,0.09069004775053531,0.03752694366047359,0.10891966574625264,0.8717830085889912,0.7071067811865476,0.6007805730064241,1.3113965112577608,0.4889401803901988,0.0,0.0,-0.651920240520265,0.531493909584095,0.26277580001396916,-0.26277580001396916,2.132859430056793,0.47589275023115085,1.0,0.6034569297009637,0.7628633428427385,0.09069004775053531,0.03752694366047359,0.10891966574625264,0.8717830085889912,0.7071067811865476,0.6007805730064241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03752694366047359,1.4871320343559644,1.1380747506338313,1.0,0.6034569297009635,0.7628633428427384,0.09069004775053531,0.0375269436604736,0.10891966574625264,0.871783008588991,0.7071067811865475,0.600780573006424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375269436604736,1.4871320343559642,1.1380747506338313
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.2,0.0,1.0,0.8373528137423858,0.7681980515339464,0.08535533905932735,0.04393398282201787,0.10251262658470836,0.8707106781186548,0.7071067811865475,0.6242640687119285,1.2647028409327352,0.47434164902525705,0.0,0.0,-0.632455532033676,0.5076577446273534,0.25100491592729646,-0.25100491592729646,2.097347157467703,0.5032599058336027,1.0,0.6098528137423858,0.7681980515339464,0.08535533905932735,0.04393398282201787,0.10251262658470836,0.8707106781186548,0.7071067811865475,0.6242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04393398282201787,1.482842712474619,1.1302508798676318,1.0,0.6098528137423858,0.7681980515339464,0.08535533905932735,0.04393398282201787,0.10251262658470837,0.8707106781186548,0.7071067811865475,0.6242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04393398282201787,1.482842712474619,1.1302508798676318
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.25,0.0,1.0,0.8289290786043583,0.7735327602251544,0.08002063036811938,0.050341021983562134,0.09610558742316408,0.8696383476483185,0.7071067811865475,0.6477475644174331,1.2170120990817175,0.45927932677184596,0.0,0.0,-0.6123724356957946,0.48450592821580596,0.23906469224259766,-0.23906469224259766,2.0612320110063007,0.5272034716768073,1.0,0.6165267348543583,0.7735327602251544,0.08002063036811938,0.050341021983562134,0.09610558742316408,0.8696383476483185,0.7071067811865475,0.6477475644174331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050341021983562134,1.478553390593274,1.1199613207633439,1.0,0.6165267348543583,0.7735327602251544,0.0800206303681194,0.05034102198356215,0.09610558742316411,0.8696383476483185,0.7071067811865475,0.6477475644174331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05034102198356215,1.478553390593274,1.1199613207633443
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.30000000000000004,0.0,1.0,0.8209005680368815,0.7788674689163624,0.07468592167691143,0.056748061145106415,0.08969854826161983,0.8685660171779822,0.7071067811865476,0.6712310601229375,1.1682227494582258,0.4437059837324713,0.0,0.0,-0.5916079783099617,0.46179431005694993,0.22693612151527343,-0.22693612151527343,2.0244814162598095,0.5482288077706643,1.0,0.6234786930368813,0.7788674689163624,0.07468592167691143,0.056748061145106415,0.08969854826161983,0.8685660171779822,0.7071067811865476,0.6712310601229375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056748061145106415,1.4742640687119286,1.1073088974668595,1.0,0.6234786930368811,0.7788674689163623,0.07468592167691143,0.05674806114510642,0.08969854826161981,0.8685660171779821,0.7071067811865475,0.6712310601229374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05674806114510642,1.4742640687119284,1.1073088974668597
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.35000000000000003,0.0,1.0,0.8132672820399547,0.7842021776075703,0.06935121298570346,0.06315510030665068,0.08329150910007554,0.8674936867076458,0.7071067811865475,0.694714555828442,1.1182147552449258,0.42756578441217685,0.0,0.0,-0.570087712549569,0.43933695253883664,0.21459689450584543,-0.21459689450584543,1.9870598810912175,0.5666635258674414,1.0,0.6307086882899546,0.7842021776075703,0.06935121298570346,0.06315510030665068,0.08329150910007554,0.8674936867076458,0.7071067811865475,0.694714555828442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315510030665068,1.4699747468305833,1.0923469063759936,1.0,0.6307086882899546,0.7842021776075703,0.06935121298570347,0.06315510030665071,0.08329150910007554,0.8674936867076458,0.7071067811865475,0.694714555828442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315510030665071,1.4699747468305833,1.0923469063759939
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.4,0.0,1.0,0.8060292206135786,0.7895368862987783,0.06401650429449551,0.06956213946819496,0.07688446993853128,0.8664213562373095,0.7071067811865475,0.7181980515339466,1.0668444848388727,0.4107919181288747,0.0,0.0,-0.5477225575051662,0.41697791977327847,0.20202056180566133,-0.20202056180566133,1.9489285911287741,0.5827314623584026,1.0,0.6382167206135786,0.7895368862987783,0.06401650429449551,0.06956213946819496,0.07688446993853128,0.8664213562373095,0.7071067811865475,0.7181980515339466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06401650429449551,1.4656854249492381,1.0750888602357502,1.0,0.6382167206135785,0.7895368862987782,0.06401650429449551,0.06956213946819496,0.07688446993853128,0.8664213562373094,0.7071067811865475,0.7181980515339463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06401650429449551,1.4656854249492377,1.0750888602357505
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.45,0.0,1.0,0.7991863837577531,0.7948715949899863,0.05868179560328756,0.07596917862973923,0.07047743077698701,0.8653490257669733,0.7071067811865476,0.7416815472394509,1.0139376583680473,0.393303318063807,0.0,0.0,-0.5244044240850759,0.3945744470092359,0.1891754026098058,-0.1891754026098058,1.910044935534946,0.5965887960694543,1.0,0.6460027900077531,0.7948715949899863,0.05868179560328756,0.07596917862973923,0.07047743077698701,0.8653490257669733,0.7071067811865476,0.7416815472394509,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.05868179560328756,1.461396103067893,1.0555129521229327,1.0,0.6460027900077531,0.7948715949899863,0.05868179560328757,0.07596917862973925,0.07047743077698702,0.8653490257669733,0.7071067811865476,0.7416815472394509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868179560328757,1.461396103067893,1.0555129521229327
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.5,0.0,1.0,0.7927387714724778,0.8002063036811942,0.0533470869120796,0.0823762177912835,0.06407039161544273,0.8642766952966369,0.7071067811865475,0.7651650429449554,0.9592793267718461,0.3750000000000001,0.0,0.0,-0.5000000000000001,0.3719847950609813,0.17602286548465623,-0.17602286548465623,1.8703619465364687,0.6083433319802275,1.0,0.6540668964724777,0.8002063036811942,0.0533470869120796,0.0823762177912835,0.06407039161544273,0.8642766952966369,0.7071067811865475,0.7651650429449554,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0533470869120796,1.4571067811865477,1.0335627927335265,1.0,0.6540668964724777,0.8002063036811942,0.0533470869120796,0.08237621779128353,0.06407039161544274,0.8642766952966369,0.7071067811865475,0.7651650429449554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533470869120796,1.4571067811865477,1.0335627927335265
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.55,0.0,1.0,0.786686383757753,0.8055410123724022,0.04801237822087164,0.08878325695282778,0.057663352453898455,0.8632043648263006,0.7071067811865476,0.7886485386504598,0.9025991980223671,0.35575623676894275,0.0,0.0,-0.474341649025257,0.349057334459607,0.16251536560451282,-0.16251536560451282,1.8298276317015403,0.6180650722430012,1.0,0.6624090400077529,0.8055410123724022,0.04801237822087164,0.08878325695282778,0.057663352453898455,0.8632043648263006,0.7071067811865476,0.7886485386504598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04801237822087164,1.4528174593052023,1.009144855123501,1.0,0.6624090400077529,0.8055410123724022,0.048012378220871635,0.08878325695282781,0.057663352453898455,0.8632043648263006,0.7071067811865476,0.7886485386504598,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.048012378220871635,1.4528174593052023,1.009144855123501
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.6000000000000001,0.0,1.0,0.7810292206135788,0.8108757210636102,0.04267766952966367,0.09519029611437205,0.051256313292354166,0.8621320343559643,0.7071067811865477,0.8121320343559644,0.8435493613917,0.33541019662496846,0.0,0.0,-0.4472135954999579,0.3256183111098254,0.1485930818650916,-0.1485930818650916,1.7883841718883822,0.6257915295046057,1.0,0.6710292206135787,0.8108757210636102,0.04267766952966367,0.09519029611437205,0.051256313292354166,0.8621320343559643,0.7071067811865477,0.8121320343559644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04267766952966367,1.4485281374238572,0.9821222301596516,1.0,0.6710292206135787,0.8108757210636102,0.042677669529663675,0.09519029611437209,0.05125631329235418,0.8621320343559643,0.7071067811865476,0.8121320343559644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042677669529663675,1.4485281374238572,0.9821222301596516
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.65,0.0,1.0,0.7757672820399548,0.8162104297548181,0.037342960838455716,0.10159733527591633,0.044849274130809906,0.8610597038856279,0.7071067811865475,0.8356155300614688,0.781668958662792,0.3137475099502784,0.0,0.0,-0.41833001326703784,0.3014553607812611,0.13417913773031698,-0.13417913773031698,1.7459669495422605,0.6315291553223468,1.0,0.6799274382899547,0.8162104297548181,0.037342960838455716,0.10159733527591633,0.044849274130809906,0.8610597038856279,0.7071067811865475,0.8356155300614688,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.037342960838455716,1.4442388155425119,0.9523033289433571,1.0,0.6799274382899549,0.8162104297548182,0.03734296083845572,0.10159733527591636,0.04484927413080991,0.861059703885628,0.7071067811865476,0.8356155300614689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03734296083845572,1.444238815542512,0.9523033289433571
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.7000000000000001,0.0,1.0,0.7709005680368812,0.8215451384460261,0.03200825214724775,0.1080043744374606,0.03844223496926563,0.8599873734152916,0.7071067811865477,0.8590990257669733,0.7163250244877393,0.2904737509655563,0.0,0.0,-0.3872983346207417,0.276291966593455,0.11917204449949916,-0.11917204449949916,1.7025033606698936,0.6352509791852139,1.0,0.6891036930368813,0.8215451384460261,0.03200825214724775,0.1080043744374606,0.03844223496926563,0.8599873734152916,0.7071067811865477,0.8590990257669733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200825214724775,1.4399494936611665,0.9194225550150564,1.0,0.6891036930368812,0.821545138446026,0.03200825214724775,0.10800437443746061,0.03844223496926563,0.8599873734152916,0.7071067811865475,0.8590990257669732,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.03200825214724775,1.4399494936611663,0.9194225550150567
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.75,0.0,1.0,0.7664290786043582,0.826879847137234,0.026673543456039797,0.11441141359900485,0.032035195807721364,0.8589150429449554,0.7071067811865475,0.8825825214724776,0.6466062960013577,0.2651650429449554,0.0,0.0,-0.3535533905932738,0.24974310914664385,0.10343323296197739,-0.10343323296197739,1.6579113479971712,0.6368892125035341,1.0,0.6985579848543582,0.826879847137234,0.026673543456039797,0.11441141359900485,0.032035195807721364,0.8589150429449554,0.7071067811865475,0.8825825214724776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026673543456039797,1.4356601717798214,0.8831066330198075,1.0,0.6985579848543582,0.826879847137234,0.0266735434560398,0.11441141359900488,0.03203519580772137,0.8589150429449554,0.7071067811865475,0.8825825214724776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266735434560398,1.4356601717798214,0.8831066330198077
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.8,0.0,1.0,0.7623528137423857,0.832214555828442,0.02133883476483183,0.12081845276054913,0.025628156646177083,0.8578427124746191,0.7071067811865475,0.9060660171779822,0.571114176896788,0.23717082451262847,0.0,0.0,-0.31622776601683794,0.22122901039178344,0.08676511094243738,-0.08676511094243738,1.6120975704208822,0.6363191215306037,1.0,0.7082903137423857,0.832214555828442,0.02133883476483183,0.12081845276054913,0.025628156646177083,0.8578427124746191,0.7071067811865475,0.9060660171779822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02133883476483183,1.4313708498984763,0.8428122473159012,1.0,0.7082903137423857,0.832214555828442,0.021338834764831838,0.12081845276054916,0.02562815664617709,0.8578427124746191,0.7071067811865475,0.9060660171779822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021338834764831838,1.4313708498984763,0.8428122473159013
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.8500000000000001,0.0,1.0,0.7586717734509638,0.83754926451965,0.01600412607362387,0.12722549192209343,0.01922111748463281,0.8567703820042828,0.7071067811865476,0.9295495128834866,0.48749430974225194,0.2053959590644373,0.0,0.0,-0.27386127875258304,0.1897823284908003,0.0688690388689964,-0.0688690388689964,1.56495509163292,0.6333240712209467,1.0,0.7183006797009637,0.83754926451965,0.01600412607362387,0.12722549192209343,0.01922111748463281,0.8567703820042828,0.7071067811865476,0.9295495128834866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01600412607362387,1.427081528017131,0.797697919558077,1.0,0.7183006797009635,0.8375492645196498,0.016004126073623868,0.12722549192209343,0.01922111748463281,0.8567703820042827,0.7071067811865475,0.9295495128834865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016004126073623868,1.4270815280171307,0.7976979195580771
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.9,0.0,1.0,0.7553859577300919,0.8428839732108578,0.010669417382415917,0.13363253108363768,0.012814078323088542,0.8556980515339464,0.7071067811865475,0.9530330085889911,0.3911560589110603,0.16770509831248423,0.0,0.0,-0.22360679774997896,0.15352022531407092,0.04925488633350775,-0.04925488633350775,1.5163604235317467,0.6275095329961656,1.0,0.728589082730092,0.8428839732108578,0.010669417382415917,0.13363253108363768,0.012814078323088542,0.8556980515339464,0.7071067811865475,0.9530330085889911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010669417382415917,1.4227922061357856,0.7463127796878357,1.0,0.728589082730092,0.8428839732108578,0.010669417382415919,0.1336325310836377,0.012814078323088545,0.8556980515339464,0.7071067811865475,0.9530330085889911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010669417382415919,1.4227922061357856,0.7463127796878357
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,0.9500000000000001,0.0,1.0,0.7524953665797708,0.8482186819020658,0.0053347086912079525,0.14003957024518196,0.006407039161544265,0.8546257210636101,0.7071067811865477,0.9765165042944955,0.27024777755599905,0.1185854122563142,0.0,0.0,-0.1581138830084189,0.10756531620535034,0.027009501183033528,-0.027009501183033528,1.466169689273608,0.6180212827169855,1.0,0.7391555228297708,0.8482186819020658,0.0053347086912079525,0.14003957024518196,0.006407039161544265,0.8546257210636101,0.7071067811865477,0.9765165042944955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053347086912079525,1.4185028842544403,0.6855718828255746,1.0,0.7391555228297706,0.8482186819020657,0.0053347086912079525,0.14003957024518196,0.006407039161544265,0.85462572106361,0.7071067811865475,0.9765165042944954,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0053347086912079525,1.41850288425444,0.6855718828255747
0.7853981633974483,0.0,0.5,1.0471975511965976,0.0,1.0,0.0,1.0,0.75,0.8535533905932737,0.0,0.14644660940672624,0.0,0.8535533905932737,0.7071067811865475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414213562373095,0.6008760366928562,1.0,0.75,0.8535533905932737,0.0,0.14644660940672624,0.0,0.8535533905932737,0.7071067811865475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414213562373095,0.6008760366928562,1.0,0.75,0.8535533905932737,0.0,0.14644660940672624,0.0,0.8535533905932737,0.7071067811865475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414213562373095,0.6008760366928562
0.7853981633974483,0.0,0.55,1.0471975511965976,0.0,0.0,0.0,1.0,0.8762499999999999,0.7361897993866986,0.11736359120657512,0.02013640879342485,0.1263102006133014,0.8625,0.7071067811865475,0.5126524163602469,1.5202255929006756,0.5126524163602469,0.0,0.0,-0.7071067811865476,0.613392207319265,0.2978219520330615,-0.2978219520330615,2.238302928559939,0.3518327943480769,1.0,0.5721093749999999,0.7361897993866986,0.11736359120657512,0.02013640879342485,0.1263102006133014,0.8625,0.7071067811865475,0.5126524163602469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02013640879342485,1.45,1.178529940046419,1.0,0.5721093749999999,0.7361897993866986,0.11736359120657512,0.020136408793424855,0.1263102006133014,0.8625,0.7071067811865475,0.5126524163602469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020136408793424855,1.45,1.178529940046419
0.7853981633974483,0.0,0.55,1.0471975511965976,0.0,0.05,0.0,0.9999999999999998,0.8657662241521116,0.7420579789470273,0.11149541164624635,0.02645191882408992,0.1199946905826363,0.8620526695296636,0.7071067811865475,0.5370197955422346,1.4734204681992522,0.49967176726327056,0.0,0.0,-0.689202437604511,0.583904794923617,0.2862811143236076,-0.2862811143236076,2.204413757310474,0.40470956433974714,0.9999999999999998,0.5781797007146116,0.7420579789470273,0.11149541164624635,0.02645191882408992,0.1199946905826363,0.8620526695296636,0.7071067811865475,0.5370197955422346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02645191882408992,1.4482106781186548,1.177935141557568,1.0,0.5781797007146118,0.7420579789470274,0.11149541164624636,0.026451918824089926,0.11999469058263632,0.8620526695296638,0.7071067811865475,0.5370197955422347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026451918824089926,1.448210678118655,1.177935141557568
0.7853981633974483,0.0,0.55,1.0471975511965976,0.0,0.1,0.0,1.0,0.8557215299724221,0.7479261585073561,0.1056272320859176,0.03276742885475499,0.11367918055197124,0.8616053390593273,0.7071067811865475,0.5613871747242223,1.4258158588611174,0.48634478510620427,0.0,0.0,-0.6708203932499369,0.557371872184433,0.2746223899317895,-0.2746223899317895,2.1699971636898256,0.44322767704379645,1.0,0.5845473112224222,0.7479261585073561,0.1056272320859176,0.03276742885475499,0.11367918055197124,0.8616053390593273,0.7071067811865475,0.5613871747242223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276742885475499,1.4464213562373094,1.1741513133051678,1.0,0.5845473112224222,0.7479261585073561,0.10562723208591761,0.032767428854755,0.11367918055197125,0.8616053390593273,0.7071067811865475,0.5613871747242223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032767428854755,1.4464213562373094,1.174151313305168
